id	sentence	polarity	irony	chapter
15_4_1519	Quel po' di senno che gli tornò, gli fece in certo modo capire che il più se n'era andato: a un di presso come l'ultimo moccolo rimasto acceso d'un'illuminazione, fa vedere gli altri spenti.	POSITIVE	0	15
15_5_1520	Si fece coraggio; stese le mani, e le appuntellò sulla tavola; tentò, una e due volte, d'alzarsi; sospirò, barcollò; alla terza, sorretto dall'oste, si rizzò.	MIXED	0	15
15_6_1521	Quello, reggendolo tuttavia, lo fece uscire di tra la tavola e la panca; e, preso con una mano un lume, con l'altra, parte lo condusse, parte lo tirò, alla meglio, verso l'uscio di scala.	NEUTRAL	0	15
15_7_1522	Lì Renzo, al chiasso de' saluti che coloro gli urlavan dietro, si voltò in fretta; e se il suo sostenitore non fosse stato ben lesto a tenerlo per un braccio, la voltata sarebbe stata un capitombolo; si voltò dunque, e, con l'altro braccio che gli rimaneva libero, andava trinciando e iscrivendo nell'aria certi saluti, a guisa d'un nodo di Salomone.	POSITIVE	0	15
15_8_1523	«Andiamo a letto, a letto,» disse l'oste, strascicandolo; gli fece imboccar l'uscio; e con più fatica ancora, lo tirò in cima di quella scaletta, e poi nella camera che gli aveva destinata.	MIXED	0	15
15_9_1524	Renzo, visto il letto che l'aspettava, si rallegrò; guardò amorevolmente l'oste, con due occhietti che ora scintillavan più che mai, ora s'ecclissavano, come due lucciole; cercò d'equilibrarsi sulle gambe; e stese la mano al viso dell'oste, per prendergli il ganascino, in segno d'amicizia e di riconoscenza; ma non gli riuscì.	POSITIVE	0	15
15_10_1525	«Bravo oste!» gli riuscì però di dire: «ora vedo che sei un galantuomo: questa è un'opera buona, dare un letto a un buon figliuolo; ma quella figura che m'hai fatta, sul nome e cognome, quella non era da galantuomo.	MIXED	0	15
15_11_1526	Per buona sorte che anch'io son furbo la mia parte…»	POSITIVE	0	15
15_12_1527	L'oste, il quale non pensava che colui potesse ancor tanto connettere; l'oste che, per lunga esperienza, sapeva quanto gli uomini, in quello stato, sian più soggetti del solito a cambiar di parere, volle approfittare di quel lucido intervallo, per fare un altro tentativo.	POSITIVE	0	15
15_13_1528	«Figliuolo caro,» disse, con una voce e con un fare tutto gentile: «non l'ho fatto per seccarvi, né per sapere i fatti vostri.	POSITIVE	0	15
15_14_1529	Cosa volete? è legge: anche noi bisogna ubbidire; altrimenti siamo i primi a portarne la pena.	NEGATIVE	0	15
15_15_1530	È meglio contentarli, e…	NEGATIVE	0	15
15_16_1531	Di che si tratta finalmente?	NEUTRAL	0	15
15_17_1532	Gran cosa! dir due parole.	POSITIVE	0	15
15_18_1533	Non per loro, ma per fare un piacere a me: via; qui tra noi, a quattr'occhi, facciam le nostre cose; ditemi il vostro nome, e… e poi andate a letto col cuor quieto.»	POSITIVE	0	15
15_19_1534	«Ah birbone!» esclamò Renzo: «mariolo! tu mi torni ancora in campo con quell'infamità del nome, cognome e negozio!»	NEGATIVE	0	15
15_20_1535	«Sta’ zitto, buffone; va’ a letto,» diceva l'oste.	NEGATIVE	0	15
15_21_1536	Ma Renzo continuava più forte: «ho inteso: sei della lega anche tu.	NEGATIVE	0	15
15_22_1537	Aspetta, aspetta, che t'accomodo io.»	NEGATIVE	0	15
15_23_1538	E voltando la testa verso la scaletta, cominciava a urlare più forte ancora: «amici! l'oste è della…»	NEGATIVE	0	15
15_24_1539	«Ho detto per celia,» gridò questo sul viso di Renzo, spingendolo verso il letto: «per celia; non hai inteso che ho detto per celia?»	NEGATIVE	0	15
15_25_1540	«Ah! per celia: ora parli bene.	POSITIVE	0	15
15_26_1541	Quando hai detto per celia…	POSITIVE	0	15
15_27_1542	Son proprio celie.»	POSITIVE	0	15
15_28_1543	E cadde bocconi sul letto.	NEUTRAL	0	15
15_29_1544	«Animo; spogliatevi; presto,» disse l'oste, e al consiglio aggiunse l'aiuto; che ce n'era bisogno.	POSITIVE	0	15
15_30_1545	Quando Renzo si fu levato il farsetto (e ce ne volle), l'oste l'agguantò subito, e corse con le mani alle tasche, per vedere se c'era il morto.	NEGATIVE	0	15
15_31_1546	Lo trovò: e pensando che, il giorno dopo, il suo ospite avrebbe avuto a fare i conti con tutt'altri che con lui, e che quel morto sarebbe probabilmente caduto in mani di dove un oste non avrebbe potuto farlo uscire; volle provarsi se almeno gli riusciva di concluder quest'altro affare.	MIXED	0	15
15_32_1547	«Voi siete un buon figliuolo, un galantuomo; n'è vero?» disse.	POSITIVE	0	15
15_33_1548	«Buon figliuolo, galantuomo,» rispose Renzo, facendo tuttavia litigar le dita co' bottoni de' panni che non s'era ancor potuto levare.	MIXED	0	15
15_34_1549	«Bene,» replicò l'oste: «saldate ora dunque quel poco conticino, perché domani io devo uscire per certi miei affari…»	POSITIVE	0	15
15_35_1550	«Quest'è giusto,» disse Renzo.	POSITIVE	0	15
15_36_1551	«Son furbo, ma galantuomo…	POSITIVE	0	15
15_37_1552	Ma i danari?	NEUTRAL	0	15
15_38_1553	Andare a cercare i danari ora!»	NEUTRAL	0	15
15_39_1554	«Eccoli qui,» disse l'oste: e, mettendo in opera tutta la sua pratica, tutta la sua pazienza, tutta la sua destrezza, gli riuscì di fare il conto con Renzo, e di pagarsi.	POSITIVE	0	15
15_40_1555	«Dammi una mano, ch'io possa finir di spogliarmi, oste,» disse Renzo.	NEUTRAL	0	15
15_41_1556	«Lo vedo anch'io, ve', che ho addosso un gran sonno.»	NEUTRAL	0	15
15_42_1557	L'oste gli diede l'aiuto richiesto; gli stese per di più la coperta addosso, e gli disse sgarbatamente «buona notte,» che già quello russava.	MIXED	0	15
15_43_1558	Poi, per quella specie d'attrattiva, che alle volte ci tiene a considerare un oggetto di stizza, al pari che un oggetto d'amore, e che forse non è altro che il desiderio di conoscere ciò che opera fortemente sull'animo nostro, si fermò un momento a contemplare l'ospite così noioso per lui, alzandogli il lume sul viso, e facendovi, con la mano stesa, ribatter sopra la luce; in quell'atto a un di presso che vien dipinta Psiche, quando sta a spiare furtivamente le forme del consorte sconosciuto.	MIXED	0	15
15_44_1559	«Pezzo d'asino!» disse nella sua mente al povero addormentato: «sei andato proprio a cercartela.	NEGATIVE	0	15
15_45_1560	Domani poi, mi saprai dire che bel gusto ci avrai.	MIXED	1	15
15_46_1561	Tangheri, che volete girare il mondo, senza saper da che parte si levi il sole; per imbrogliar voi e il prossimo.»	NEGATIVE	0	15
15_47_1562	Così detto o pensato, ritirò il lume, si mosse, uscì dalla camera, e chiuse l'uscio a chiave.	NEUTRAL	0	15
15_48_1563	Sul pianerottolo della scala, chiamò l'ostessa; alla quale disse che lasciasse i figliuoli in guardia a una loro servetta, e scendesse in cucina, a far le sue veci.	NEUTRAL	0	15
15_49_1564	«Bisogna ch'io vada fuori, in grazia d'un forestiero capitato qui, non so come diavolo, per mia disgrazia,» soggiunse; e le raccontò in compendio il noioso accidente.	NEGATIVE	0	15
15_50_1565	Poi soggiunse ancora: «occhio a tutto; e sopra tutto prudenza, in questa maledetta giornata.	NEGATIVE	0	15
15_51_1566	Abbiamo laggiù una mano di scapestrati che, tra il bere, e tra che di natura sono sboccati, ne dicon di tutti i colori.	NEGATIVE	0	15
15_52_1567	Basta, se qualche temerario…»	NEGATIVE	0	15
15_53_1568	«Oh! non sono una bambina, e so anch'io quel che va fatto.	NEGATIVE	0	15
15_54_1569	Finora, mi pare che non si possa dire…»	POSITIVE	0	15
15_55_1570	«Bene, bene; e badar che paghino; e tutti que' discorsi che fanno, sul vicario di provvisione e il governatore e Ferrer e i decurioni e i cavalieri e Spagna e Francia e altre simili corbellerie, far vista di non sentire; perché, se si contraddice, la può andar male subito; e se si dà ragione, la può andar male in avvenire: e già sai anche tu che qualche volta quelli che le dicon più grosse…	NEGATIVE	0	15
15_56_1571	Basta; quando si senton certe proposizioni, girar la testa, e dire: vengo; come se qualcheduno chiamasse da un'altra parte.	NEGATIVE	0	15
15_57_1572	Io cercherò di tornare più presto che posso.»	POSITIVE	0	15
15_58_1573	Ciò detto, scese con lei in cucina, diede un'occhiata in giro, per veder se c'era novità di rilievo; staccò da un cavicchio il cappello e la cappa, prese un randello da un cantuccio, ricapitolò, con un'altra occhiata alla moglie, l'istruzioni che le aveva date; e uscì.	NEUTRAL	0	15
15_59_1574	Ma, già nel far quelle operazioni, aveva ripreso, dentro di sé, il filo dell'apostrofe cominciata al letto del povero Renzo; e la proseguiva, camminando in istrada.	NEUTRAL	0	15
15_60_1575	– Testardo d'un montanaro! –	NEGATIVE	0	15
15_61_1576	Ché, per quanto Renzo avesse voluto tener nascosto l'esser suo, questa qualità si manifestava da sé, nelle parole, nella pronunzia, nell'aspetto e negli atti.	NEUTRAL	0	15
15_62_1577	– Una giornata come questa, a forza di politica, a forza d'aver giudizio, io n'uscivo netto; e dovevi venir tu sulla fine, a guastarmi l'uova nel paniere.	NEGATIVE	0	15
15_63_1578	Manca osterie in Milano, che tu dovessi proprio capitare alla mia?	NEGATIVE	0	15
15_64_1579	Fossi almeno capitato solo; che avrei chiuso un occhio, per questa sera; e domattina t'avrei fatto intender la ragione.	NEGATIVE	0	15
15_65_1580	Ma no signore; in compagnia ci vieni; e in compagnia d'un bargello, per far meglio! –	NEGATIVE	0	15
15_66_1581	A ogni passo, l'oste incontrava o passeggieri scompagnati, o coppie, o brigate di gente, che giravano susurrando.	NEGATIVE	0	15
15_67_1582	A questo punto della sua muta allocuzione, vide venire una pattuglia di soldati; e tirandosi da parte, per lasciarli passare, li guardò con la coda dell'occhio, e continuò tra sé: – eccoli i gastigamatti.	NEGATIVE	0	15
15_68_1583	E tu, pezzo d'asino, per aver visto un po' di gente in giro a far baccano, ti sei cacciato in testa che il mondo abbia a mutarsi.	NEGATIVE	0	15
15_69_1584	E su questo bel fondamento, ti sei rovinato te, e volevi anche rovinar me; che non è giusto.	NEGATIVE	0	15
15_70_1585	Io facevo di tutto per salvarti; e tu, bestia, in contraccambio, c'è mancato poco che non m'hai messo sottosopra l'osteria.	NEGATIVE	0	15
15_71_1586	Ora toccherà a te a levarti d'impiccio: per me ci penso io.	NEGATIVE	0	15
15_72_1587	Come se io volessi sapere il tuo nome per una mia curiosità!	NEGATIVE	0	15
15_73_1588	Cosa m'importa a me che tu ti chiami Taddeo o Bartolommeo?	NEGATIVE	0	15
15_74_1589	Ci ho un bel gusto anch'io a prender la penna in mano! ma non siete voi altri soli a voler le cose a modo vostro.	NEGATIVE	0	15
15_75_1590	Lo so anch'io che ci son delle gride che non contan nulla: bella novità, da venircela a dire un montanaro!	NEGATIVE	0	15
15_76_1591	Ma tu non sai che le gride contro gli osti contano.	NEGATIVE	0	15
15_77_1592	E pretendi girare il mondo, e parlare; e non sai che, a voler fare a modo suo, e impiparsi delle gride, la prima cosa è di parlarne con gran riguardo.	NEGATIVE	0	15
15_78_1593	E per un povero oste che fosse del tuo parere, e non domandasse il nome di chi capita a favorirlo, sai tu, bestia, cosa c'è di bello?	NEGATIVE	0	15
15_79_1594	Sotto pena a qual si voglia dei detti osti, tavernai ed altri, come sopra, di trecento scudi: sì, son lì che covano trecento scudi; e per ispenderli così bene; da essere applicati, per i due terzi alla regia Camera, e l'altro all'accusatore o delatore: quel bel cecino!	MIXED	1	15
15_80_1595	Ed in caso di inabilità, cinque anni di galera, e maggior pena pecuniaria o corporale, all'arbitrio di sua eccellenza.	NEGATIVE	0	15
15_81_1596	Obbligatissimo alle sue grazie. –	MIXED	1	15
15_82_1597	A queste parole, l'oste toccava la soglia del palazzo di giustizia.	NEUTRAL	0	15
15_83_1598	Lì, come a tutti gli altri ufizi, c'era un gran da fare: per tutto s'attendeva a dar gli ordini che parevan più atti a preoccupare il giorno seguente, a levare i pretesti e l'ardire agli animi vogliosi di nuovi tumulti, ad assicurare la forza nelle mani solite a adoprarla.	NEGATIVE	0	15
15_84_1599	S'accrebbe la soldatesca alla casa del vicario; gli sbocchi della strada furono sbarrati di travi, trincerati di carri.	NEGATIVE	0	15
15_85_1600	S'ordinò a tutti i fornai che facessero pane senza intermissione; si spedirono staffette a' paesi circonvicini, con ordini di mandar grano alla città; a ogni forno furono deputati nobili, che vi si portassero di buon mattino, a invigilare sulla distribuzione e a tenere a freno gl'inquieti, con l'autorità della presenza, e con le buone parole.	NEGATIVE	0	15
15_86_1601	Ma per dar, come si dice, un colpo al cerchio e uno alla botte, e render più efficaci i consigli con un po' di spavento, si pensò anche a trovar la maniera di metter le mani addosso a qualche sedizioso: e questa era principalmente la parte del capitano di giustizia; il quale, ognuno può pensare che sentimenti avesse per le sollevazioni e per i sollevati, con una pezzetta d'acqua vulneraria sur uno degli organi della profondità metafisica.	NEGATIVE	0	15
15_87_1602	I suoi bracchi erano in campo fino dal principio del tumulto: e quel sedicente Ambrogio Fusella era, come ha detto l'oste, un bargello travestito, mandato in giro appunto per cogliere sul fatto qualcheduno da potersi riconoscere, e tenerlo in petto, e appostarlo, e acchiapparlo poi, a notte affatto quieta, o il giorno dopo.	NEGATIVE	0	15
15_88_1603	Sentite quattro parole di quella predica di Renzo, colui gli aveva fatto subito assegnamento sopra; parendogli quello un reo buon uomo, proprio quel che ci voleva.	MIXED	0	15
15_89_1604	Trovandolo poi nuovo affatto del paese, aveva tentato il colpo maestro di condurlo caldo caldo alle carceri, come alla locanda più sicura della città; ma gli andò fallito, come avete visto.	NEGATIVE	0	15
15_90_1605	Poté però portare a casa la notizia sicura del nome, cognome e patria, oltre cent'altre belle notizie congetturali; dimodoché, quando l'oste capitò lì, a dir ciò che sapeva intorno a Renzo, ne sapevan già più di lui.	POSITIVE	0	15
15_91_1606	Entrò nella solita stanza, e fece la sua deposizione: come era giunto ad alloggiar da lui un forestiero, che non aveva mai voluto manifestare il suo nome.	NEUTRAL	0	15
15_92_1607	«Avete fatto il vostro dovere a informar la giustizia;» disse un notaio criminale, mettendo giù la penna, «ma già lo sapevamo.»	MIXED	0	15
15_93_1608	– Bel segreto! – pensò l'oste: – ci vuole un gran talento! –	MIXED	1	15
15_94_1609	«E sappiamo anche,» continuò il notaio, «quel riverito nome.»	MIXED	1	15
15_95_1610	– Diavolo! il nome poi, com'hanno fatto? – pensò l'oste questa volta.	NEGATIVE	0	15
15_96_1611	«Ma voi,» riprese l'altro, con volto serio, «voi non dite tutto sinceramente.»	NEGATIVE	0	15
15_97_1612	«Cosa devo dire di più?»	NEGATIVE	0	15
15_98_1613	«Ah! ah! sappiamo benissimo che colui ha portato nella vostra osteria una quantità di pane rubato, e rubato con violenza, per via di saccheggio e di sedizione.»	NEGATIVE	0	15
15_99_1614	«Vien uno con un pane in tasca; so assai dov'è andato a prenderlo.	NEGATIVE	0	15
15_100_1615	Perché, a parlar come in punto di morte, posso dire di non avergli visto che un pane solo.»	NEGATIVE	0	15
15_101_1616	«Già; sempre scusare, difendere: chi sente voi altri, son tutti galantuomini.	NEGATIVE	0	15
15_102_1617	Come potete provare che quel pane fosse di buon acquisto?»	NEGATIVE	0	15
15_103_1618	«Cosa ho da provare io? io non c'entro: io fo l'oste.»	NEGATIVE	0	15
15_104_1619	«Non potrete però negare che codesto vostro avventore non abbia avuta la temerità di proferir parole ingiuriose contro le gride, e di fare atti mali e indecenti contro l'arme di sua eccellenza.»	NEGATIVE	0	15
15_105_1620	«Mi faccia grazia, vossignoria: come può mai essere mio avventore, se lo vedo per la prima volta?	NEGATIVE	0	15
15_106_1621	È il diavolo, con rispetto parlando, che l'ha mandato a casa mia: e se lo conoscessi, vossignoria vede bene che non avrei avuto bisogno di domandargli il suo nome.»	NEGATIVE	0	15
15_107_1622	«Però, nella vostra osteria, alla vostra presenza, si son dette cose di fuoco: parole temerarie, proposizioni sediziose, mormorazioni, strida, clamori.»	NEGATIVE	0	15
15_108_1623	«Come vuole vossignoria ch'io badi agli spropositi che posson dire tanti urloni che parlan tutti insieme?	NEGATIVE	0	15
15_109_1624	Io devo attendere a' miei interessi, che sono un pover'uomo.	NEGATIVE	0	15
15_110_1625	E poi vossignoria sa bene che chi è di lingua sciolta, per il solito è anche lesto di mano, tanto più quando sono una brigata, e…»	NEGATIVE	0	15
15_111_1626	«Sì, sì; lasciateli fare e dire: domani, domani, vedrete se gli sarà passato il ruzzo.	NEGATIVE	0	15
15_112_1627	Cosa credete?»	NEGATIVE	0	15
15_113_1628	«Io non credo nulla.»	NEUTRAL	0	15
15_114_1629	«Che la canaglia sia diventata padrona di Milano?»	NEGATIVE	0	15
15_115_1630	«Oh giusto!»	MIXED	1	15
15_116_1631	«Vedrete, vedrete.»	NEGATIVE	0	15
15_117_1632	«Intendo benissimo: il re sarà sempre il re; ma chi avrà riscosso, avrà riscosso: e naturalmente un povero padre di famiglia non ha voglia di riscotere.	MIXED	0	15
15_118_1633	Lor signori hanno la forza: a lor signori tocca.»	MIXED	0	15
15_119_1634	«Avete ancora molta gente in casa?»	NEUTRAL	0	15
15_120_1635	«Un visibilio.»	NEUTRAL	0	15
15_121_1636	«E quel vostro avventore cosa fa?	NEUTRAL	0	15
15_122_1637	Continua a schiamazzare, a metter su la gente, a preparar tumulti per domani?»	NEGATIVE	0	15
15_123_1638	«Quel forestiero, vuol dire vossignoria: è andato a letto.»	NEUTRAL	0	15
15_124_1639	«Dunque avete molta gente…	NEUTRAL	0	15
15_125_1640	Basta; badate a non lasciarlo scappare.»	NEGATIVE	0	15
15_126_1641	– Che devo fare il birro io? – pensò l'oste; ma non disse né sì né no.	NEGATIVE	0	15
15_127_1642	«Tornate pure a casa; e abbiate giudizio,» riprese il notaio.	POSITIVE	0	15
15_128_1643	«Io ho sempre avuto giudizio.	POSITIVE	0	15
15_129_1644	Vossignoria può dire se ho mai dato da fare alla giustizia.»	POSITIVE	0	15
15_130_1645	«E non crediate che la giustizia abbia perduta la sua forza.»	NEGATIVE	0	15
15_131_1646	«Io? per carità! io non credo nulla: abbado a far l'oste.»	NEGATIVE	0	15
15_132_1647	«La solita canzone: non avete mai altro da dire.»	NEGATIVE	0	15
15_133_1648	«Che ho da dire altro?	NEUTRAL	0	15
15_134_1649	La verità è una sola.»	NEUTRAL	0	15
15_135_1650	«Basta; per ora riteniamo ciò che avete deposto; se verrà poi il caso, informerete più minutamente la giustizia, intorno a ciò che vi potrà venir domandato.»	NEUTRAL	0	15
15_136_1651	«Cosa ho da informare? io non so nulla; appena ho la testa da attendere ai fatti miei.»	NEGATIVE	0	15
15_137_1652	«Badate a non lasciarlo partire.»	NEGATIVE	0	15
15_138_1653	«Spero che l'illustrissimo signor capitano saprà che son venuto subito a fare il mio dovere.	MIXED	0	15
15_139_1654	Bacio le mani a vossignoria.»	POSITIVE	0	15
15_140_1655	Allo spuntar del giorno, Renzo russava da circa sett'ore, ed era ancora, poveretto! sul più bello, quando due forti scosse alle braccia, e una voce che dappiè del letto gridava: «Lorenzo Tramaglino!», lo fecero riscotere.	MIXED	0	15
15_141_1656	Si risentì, ritirò le braccia, aprì gli occhi a stento; e vide ritto appiè del letto un uomo vestito di nero, e due armati, uno di qua, uno di là del capezzale.	NEGATIVE	0	15
15_142_1657	E, tra la sorpresa, e il non esser desto bene, e la spranghetta di quel vino che sapete, rimase un momento come incantato; e credendo di sognare, e non piacendogli quel sogno, si dimenava, come per isvegliarsi affatto.	NEGATIVE	0	15
15_143_1658	«Ah! avete sentito una volta, Lorenzo Tramaglino?» disse l'uomo dalla cappa nera, quel notaio medesimo della sera avanti.	NEUTRAL	0	15
15_144_1659	«Animo dunque; levatevi, e venite con noi.»	NEUTRAL	0	15
15_145_1660	«Lorenzo Tramaglino!» disse Renzo Tramaglino: «cosa vuol dir questo?	NEGATIVE	0	15
15_146_1661	Cosa volete da me?	NEGATIVE	0	15
15_147_1662	Chi v'ha detto il mio nome?»	NEGATIVE	0	15
15_148_1663	«Meno ciarle, e fate presto,» disse uno de' birri che gli stavano a fianco, prendendogli di nuovo il braccio.	NEGATIVE	0	15
15_149_1664	«Ohe! che prepotenza è questa?» gridò Renzo, ritirando il braccio.	NEGATIVE	0	15
15_150_1665	«Oste! o l'oste!»	NEGATIVE	0	15
15_151_1666	«Lo portiam via in camicia?» disse ancora quel birro, voltandosi al notaio.	NEUTRAL	0	15
15_152_1667	«Avete inteso?» disse questo a Renzo: «si farà così, se non vi levate subito subito, per venir con noi.»	NEGATIVE	0	15
15_153_1668	«E perché?» domandò Renzo.	NEUTRAL	0	15
15_154_1669	«Il perché lo sentirete dal signor capitano di giustizia.»	NEUTRAL	0	15
15_155_1670	«Io?	NEUTRAL	0	15
15_156_1671	Io sono un galantuomo: non ho fatto nulla; e mi maraviglio…»	NEGATIVE	0	15
15_157_1672	«Meglio per voi, meglio per voi; così, in due parole sarete spicciato, e potrete andarvene per i fatti vostri.»	POSITIVE	0	15
15_158_1673	«Mi lascino andare ora,» disse Renzo: «io non ho che far nulla con la giustizia.»	NEGATIVE	0	15
15_159_1674	«Orsù, finiamola!» disse un birro.	NEGATIVE	0	15
15_160_1675	«Lo portiamo via davvero?» disse l'altro.	NEUTRAL	0	15
15_161_1676	«Lorenzo Tramaglino!» disse il notaio.	NEUTRAL	0	15
15_162_1677	«Come sa il mio nome, vossignoria?»	NEUTRAL	0	15
15_163_1678	«Fate il vostro dovere,» disse il notaio a' birri; i quali misero subito le mani addosso a Renzo, per tirarlo fuori del letto.	NEGATIVE	0	15
15_164_1679	«Eh! non toccate la carne d'un galantuomo, che…!	NEGATIVE	0	15
15_165_1680	Mi so vestir da me.»	NEGATIVE	0	15
15_166_1681	«Dunque vestitevi subito,» disse il notaio.	NEGATIVE	0	15
15_167_1682	«Mi vesto,» rispose Renzo; e andava di fatti raccogliendo qua e là i panni sparsi sul letto, come gli avanzi d'un naufragio sul lido.	NEGATIVE	0	15
15_168_1683	E cominciando a metterseli, proseguiva tuttavia dicendo: «ma io non ci voglio andare dal capitano di giustizia.	NEGATIVE	0	15
15_169_1684	Non ho che far nulla con lui.	NEGATIVE	0	15
15_170_1685	Giacché mi si fa quest'affronto ingiustamente, voglio esser condotto da Ferrer.	NEGATIVE	0	15
15_171_1686	Quello lo conosco, so che è un galantuomo; e m'ha dell'obbligazioni.»	POSITIVE	0	15
15_172_1687	«Sì, sì, figliuolo, sarete condotto da Ferrer,» rispose il notaio.	POSITIVE	0	15
15_173_1688	In altre circostanze, avrebbe riso, proprio di gusto, d'una richiesta simile; ma non era momento da ridere.	NEGATIVE	0	15
15_174_1689	Già nel venire, aveva visto per le strade un certo movimento, da non potersi ben definire se fossero rimasugli d'una sollevazione non del tutto sedata, o princìpi d'una nuova: uno sbucar di persone, un accozzarsi, un andare a brigate, un far crocchi.	NEGATIVE	0	15
15_175_1690	E ora, senza farne sembiante, o cercando almeno di non farlo, stava in orecchi, e gli pareva che il ronzìo andasse crescendo.	NEGATIVE	0	15
15_176_1691	Desiderava dunque di spicciarsi; ma avrebbe anche voluto condur via Renzo d'amore e d'accordo; giacché, se si fosse venuti a guerra aperta con lui, non poteva esser certo, quando fossero in istrada, di trovarsi tre contr'uno.	NEGATIVE	0	15
15_177_1692	Perciò dava d'occhio a' birri, che avessero pazienza, e non inasprissero il giovine; e dalla parte sua, cercava di persuaderlo con buone parole.	MIXED	0	15
15_178_1693	Il giovine intanto, mentre si vestiva adagino adagino, richiamandosi, come poteva, alla memoria gli avvenimenti del giorno avanti, indovinava bene, a un di presso, che le gride e il nome e il cognome dovevano esser la causa di tutto; ma come diamine colui lo sapeva quel nome?	NEGATIVE	0	15
15_179_1694	E che diamine era accaduto in quella notte, perché la giustizia avesse preso tant'animo, da venire a colpo sicuro, a metter le mani addosso a uno de' buoni figliuoli che, il giorno avanti, avevan tanta voce in capitolo? e che non dovevano esser tutti addormentati, poiché Renzo s'accorgeva anche lui d'un ronzìo crescente nella strada.	NEGATIVE	0	15
15_180_1695	Guardando poi in viso il notaio, vi scorgeva in pelle in pelle la titubazione che costui si sforzava invano di tener nascosta.	NEGATIVE	0	15
15_181_1696	Onde, così per venire in chiaro delle sue congetture, e scoprir paese, come per tirare in lungo, e anche per tentare un colpo, disse: «vedo bene cos'è l'origine di tutto questo: gli è per amor del nome e del cognome.	NEGATIVE	0	15
15_182_1697	Ier sera veramente ero un po' allegro: questi osti alle volte hanno certi vini traditori; e alle volte, come dico, si sa, quando il vino è giù, è lui che parla.	NEGATIVE	0	15
15_183_1698	Ma, se non si tratta d'altro, ora son pronto a darle ogni soddisfazione.	POSITIVE	0	15
15_184_1699	E poi, già lei lo sa il mio nome.	NEUTRAL	0	15
15_185_1700	Chi diamine gliel ha detto?»	NEGATIVE	0	15
15_186_1701	«Bravo, figliuolo, bravo!» rispose il notaio, tutto manieroso: «vedo che avete giudizio; e, credete a me che son del mestiere, voi siete più furbo che tant'altri.	POSITIVE	0	15
15_187_1702	È la miglior maniera d'uscirne presto e bene: con codeste buone disposizioni, in due parole siete spicciato, e lasciato in libertà.	POSITIVE	0	15
15_188_1703	Ma io, vedete figliuolo, ho le mani legate, non posso rilasciarvi qui, come vorrei.	MIXED	0	15
15_189_1704	Via, fate presto, e venite pure senza timore; che quando vedranno chi siete; e poi io dirò…	POSITIVE	0	15
15_190_1705	Lasciate fare a me…	POSITIVE	0	15
15_191_1706	Basta; sbrigatevi, figliuolo.»	NEGATIVE	0	15
15_192_1707	«Ah! lei non può: intendo,» disse Renzo; e continuava a vestirsi, rispingendo con de' cenni i cenni che i birri facevano di mettergli le mani addosso, per farlo spicciare.	NEGATIVE	0	15
15_193_1708	«Passeremo dalla piazza del duomo?» domandò poi al notaio.	NEUTRAL	0	15
15_194_1709	«Di dove volete; per la più corta, affine di lasciarvi più presto in libertà,» disse quello, rodendosi dentro di sé, di dover lasciar cadere in terra quella domanda misteriosa di Renzo, che poteva divenire un tema di cento interrogazioni.	MIXED	0	15
15_195_1710	– Quando uno nasce disgraziato! – pensava.	NEGATIVE	0	15
15_196_1711	– Ecco; mi viene alle mani uno che, si vede, non vorrebbe altro che cantare; e, un po' di respiro che s'avesse, così extra formam, accademicamente, in via di discorso amichevole, gli si farebbe confessar, senza corda, quel che uno volesse; un uomo da condurlo in prigione già bell'e esaminato, senza che se ne fosse accorto: e un uomo di questa sorte mi deve per l'appunto capitare in un momento così angustiato.	NEGATIVE	0	15
15_197_1712	Eh! non c'è scampo, – continuava a pensare, tendendo gli orecchi, e piegando la testa all'indietro: – non c'è rimedio; e' risica d'essere una giornata peggio di ieri.	NEGATIVE	0	15
15_198_1713	– Ciò che lo fece pensar così, fu un rumore straordinario che si sentì nella strada: e non poté tenersi di non aprir l'impannata, per dare un'occhiatina.	NEGATIVE	0	15
15_199_1714	Vide ch'era un crocchio di cittadini, i quali, all'intimazione di sbandarsi, fatta loro da una pattuglia, avevan da principio risposto con cattive parole, e finalmente si separavan continuando a brontolare; e quel che al notaio parve un segno mortale, i soldati eran pieni di civiltà.	NEGATIVE	0	15
15_200_1715	Chiuse l'impannata, e stette un momento in forse, se dovesse condur l'impresa a termine, o lasciar Renzo in guardia de' due birri, e correr dal capitano di giustizia, a render conto di ciò che accadeva.	NEGATIVE	0	15
15_201_1716	– Ma, – pensò subito, – mi si dirà che sono un buon a nulla, un pusillanime, e che dovevo eseguir gli ordini.	NEGATIVE	0	15
15_202_1717	Siamo in ballo; bisogna ballare.	NEUTRAL	0	15
15_203_1718	Malannaggia la furia!	NEGATIVE	0	15
15_204_1719	Maledetto il mestiere! –	NEGATIVE	0	15
15_205_1720	Renzo era levato; i due satelliti gli stavano a' fianchi.	NEUTRAL	0	15
15_206_1721	Il notaio accennò a costoro che non lo sforzasser troppo, e disse a lui: «da bravo, figliuolo; a noi, spicciatevi».	POSITIVE	0	15
15_207_1722	Anche Renzo sentiva, vedeva e pensava.	NEUTRAL	0	15
15_208_1723	Era ormai tutto vestito, salvo il farsetto, che teneva con una mano, frugando con l'altra nelle tasche.	NEUTRAL	0	15
